link,account,brand,business_unit,date_post,talent_type,is_our_brand,views,duration_sec,face_present,face_emotion,text_overlay_count,scene_cut_estimate,speech_ratio,voice_sentiment,topic,format,tone,hook_present,hook_duration_sec,hook_type,word_density_wps
https://tiktok.com/v45,biore_official,Biore,Beauty and Wellbeing,2024-01-31,Mikro,False,2034166,30,2,surprised,3,20,0.43,energetic,haircare,aesthetic,funny,True,4.0,shocking statement,
https://tiktok.com/v46,tresemmé_official,TRESemmé,Beauty and Wellbeing,2024-06-05,Mega,True,88882,22,1,sad,5,9,0.46,excited,makeup,before after,emotional,True,5.0,visual hook,
https://tiktok.com/v47,mama_lemon_official,Mama Lemon,Home Care,2024-05-07,Makro,False,336781,49,3,angry,0,19,0.19,serious,disinfecting,aesthetic,inspirational,True,3.0,shocking statement,
https://tiktok.com/v48,so_klin_official,So Klin,Home Care,2024-03-14,Mikro,False,1399467,26,1,sad,7,10,0.87,neutral,laundry tips,reaction,serious,True,5.0,relatable statement,2.61
https://tiktok.com/v49,rinso_official,Rinso,Home Care,2024-03-31,Mikro,True,1253074,12,1,happy,7,18,0.18,neutral,cleaning hacks,before after,funny,False,,,
https://tiktok.com/v50,pantene_official,Pantene,Beauty and Wellbeing,2024-02-11,Mikro,False,338943,20,2,neutral,8,2,0.61,excited,makeup,aesthetic,calm,True,2.0,question,3.21
https://tiktok.com/v51,vaseline_official,Vaseline,Beauty and Wellbeing,2024-02-29,Mikro,True,448088,10,1,sad,1,20,0.42,excited,fragrance,tutorial,funny,True,3.0,relatable statement,
https://tiktok.com/v52,dove_official,Dove,Beauty and Wellbeing,2024-03-18,Mikro,True,4630568,6,1,sad,3,8,0.77,serious,haircare,vlog,calm,True,1.0,visual hook,2.69
https://tiktok.com/v53,sunlight_official,Sunlight,Home Care,2024-06-22,Mikro,True,1452757,24,1,sad,0,12,0.9,energetic,home fragrance,vlog,inspirational,True,2.0,shocking statement,3.89
https://tiktok.com/v54,rinso_official,Rinso,Home Care,2024-04-06,Nano,True,184975,16,1,neutral,1,16,0.14,serious,home fragrance,storytelling,calm,True,3.0,curiosity gap,
https://tiktok.com/v55,molto_official,Molto,Home Care,2024-01-22,Nano,True,271014,35,1,angry,10,18,0.28,serious,cleaning hacks,vlog,serious,False,,,
https://tiktok.com/v56,scarlett_official,Scarlett,Beauty and Wellbeing,2024-06-23,Mikro,False,30855,55,0,,8,11,0.81,energetic,wellness,aesthetic,dramatic,True,5.0,visual hook,1.78
https://tiktok.com/v57,rinso_official,Rinso,Home Care,2024-06-29,Makro,True,264731,34,1,happy,7,17,0.24,neutral,disinfecting,talking head,emotional,True,5.0,curiosity gap,
https://tiktok.com/v58,super_pell_official,Super Pell,Home Care,2024-06-29,Makro,True,402696,55,1,neutral,3,10,0.01,,dishwashing,reaction,serious,False,,,
https://tiktok.com/v59,downy_official,Downy,Home Care,2024-02-14,Mega,False,362691,28,0,,0,2,0.6,serious,disinfecting,tutorial,funny,False,,,2.62
https://tiktok.com/v60,dove_official,Dove,Beauty and Wellbeing,2024-07-16,Mikro,True,880749,34,1,neutral,2,8,0.95,energetic,haircare,reaction,serious,True,2.0,relatable statement,2.42
https://tiktok.com/v61,rinso_official,Rinso,Home Care,2024-04-02,Mega,True,706230,37,1,surprised,6,5,0.44,calm,dishwashing,vlog,calm,True,2.0,visual hook,
https://tiktok.com/v62,lux_official,Lux,Beauty and Wellbeing,2024-03-08,Mega,True,124993,20,3,angry,4,13,0.07,,fragrance,reaction,dramatic,False,,,
https://tiktok.com/v63,scarlett_official,Scarlett,Beauty and Wellbeing,2024-03-27,Mega,False,45490,17,1,surprised,10,4,0.58,calm,wellness,tutorial,dramatic,False,,,1.96
https://tiktok.com/v64,vaseline_official,Vaseline,Beauty and Wellbeing,2024-06-04,Mega,True,574049,12,2,angry,3,14,0.01,,wellness,storytelling,funny,True,2.0,visual hook,
https://tiktok.com/v65,sunsilk_official,Sunsilk,Beauty and Wellbeing,2024-03-19,Nano,True,525292,46,1,angry,4,8,0.67,energetic,skincare,storytelling,inspirational,False,,,1.58
https://tiktok.com/v66,attack_official,Attack,Home Care,2024-03-01,Makro,False,1369961,36,3,angry,4,9,0.8,energetic,laundry tips,aesthetic,funny,False,,,1.71
https://tiktok.com/v67,vanish_official,Vanish,Home Care,2024-04-24,Mega,False,536710,25,3,sad,2,4,0.56,energetic,disinfecting,aesthetic,dramatic,True,4.0,relatable statement,3.35
https://tiktok.com/v68,wipol_official,Wipol,Home Care,2024-02-18,Makro,True,697171,17,1,sad,7,18,0.03,,cleaning hacks,before after,dramatic,True,4.0,question,
https://tiktok.com/v69,sunlight_official,Sunlight,Home Care,2024-01-18,Mega,True,2025736,5,1,angry,2,15,0.4,excited,disinfecting,talking head,serious,True,5.0,relatable statement,
https://tiktok.com/v70,tresemmé_official,TRESemmé,Beauty and Wellbeing,2024-07-19,Mikro,True,907939,51,1,angry,7,20,0.29,neutral,wellness,tutorial,dramatic,True,2.0,question,
https://tiktok.com/v71,wipol_official,Wipol,Home Care,2024-02-08,Makro,True,1397906,48,2,happy,2,19,0.23,serious,cleaning hacks,tutorial,inspirational,False,,,
https://tiktok.com/v72,vanish_official,Vanish,Home Care,2024-02-02,Mega,False,256241,6,3,sad,3,17,0.94,energetic,laundry tips,storytelling,emotional,False,,,2.5
https://tiktok.com/v73,sunlight_official,Sunlight,Home Care,2024-07-17,Nano,True,48945,20,1,surprised,10,14,0.4,energetic,disinfecting,aesthetic,funny,True,1.0,curiosity gap,
https://tiktok.com/v74,molto_official,Molto,Home Care,2024-04-05,Nano,True,626534,11,1,angry,5,15,0.98,calm,laundry tips,vlog,funny,True,3.0,question,3.25
https://tiktok.com/v75,tresemmé_official,TRESemmé,Beauty and Wellbeing,2024-06-03,Mega,True,187016,20,1,angry,1,16,0.74,calm,fragrance,before after,emotional,True,5.0,visual hook,2.49
https://tiktok.com/v76,sunlight_official,Sunlight,Home Care,2024-06-17,Mega,True,648136,60,1,surprised,1,17,0.43,excited,disinfecting,before after,dramatic,True,1.0,visual hook,
https://tiktok.com/v77,mama_lemon_official,Mama Lemon,Home Care,2024-01-22,Mega,False,570456,55,1,neutral,5,13,0.98,neutral,cleaning hacks,vlog,dramatic,True,1.0,curiosity gap,2.88
https://tiktok.com/v78,vanish_official,Vanish,Home Care,2024-03-28,Mikro,False,198755,17,1,neutral,6,15,0.75,neutral,home fragrance,before after,calm,True,5.0,shocking statement,2.98
https://tiktok.com/v79,sunlight_official,Sunlight,Home Care,2024-01-28,Mikro,True,207821,31,0,,1,8,0.79,energetic,home fragrance,aesthetic,dramatic,True,1.0,shocking statement,1.74
https://tiktok.com/v80,pond's_official,Pond's,Beauty and Wellbeing,2024-02-13,Mega,True,844700,60,1,angry,6,14,0.92,excited,wellness,reaction,inspirational,True,3.0,question,2.97
https://tiktok.com/v81,vanish_official,Vanish,Home Care,2024-05-16,Mikro,False,585010,30,1,angry,1,14,0.47,energetic,disinfecting,aesthetic,serious,True,2.0,shocking statement,
https://tiktok.com/v82,so_klin_official,So Klin,Home Care,2024-04-11,Mega,False,2140481,5,0,,8,8,0.15,neutral,laundry tips,vlog,funny,False,,,
https://tiktok.com/v83,mama_lemon_official,Mama Lemon,Home Care,2024-02-11,Makro,False,173251,39,1,surprised,4,6,0.33,serious,cleaning hacks,aesthetic,calm,True,1.0,visual hook,
https://tiktok.com/v84,attack_official,Attack,Home Care,2024-05-16,Mega,False,474671,21,1,angry,3,14,0.24,excited,dishwashing,aesthetic,funny,False,,,
https://tiktok.com/v85,attack_official,Attack,Home Care,2024-02-06,Nano,False,33360,17,3,angry,0,9,0.44,neutral,home fragrance,reaction,funny,True,3.0,visual hook,
https://tiktok.com/v86,pantene_official,Pantene,Beauty and Wellbeing,2024-04-19,Nano,False,273382,48,1,sad,6,7,0.55,serious,skincare,reaction,serious,True,5.0,relatable statement,3.51
https://tiktok.com/v87,wipol_official,Wipol,Home Care,2024-04-16,Mikro,True,1135981,47,1,happy,9,5,0.38,neutral,dishwashing,talking head,inspirational,True,2.0,shocking statement,
https://tiktok.com/v88,molto_official,Molto,Home Care,2024-03-23,Nano,True,1139273,11,1,angry,5,12,0.07,,cleaning hacks,aesthetic,dramatic,True,5.0,curiosity gap,
https://tiktok.com/v89,scarlett_official,Scarlett,Beauty and Wellbeing,2024-03-22,Nano,False,815715,54,0,,3,10,0.07,,haircare,talking head,inspirational,True,3.0,question,
https://tiktok.com/v90,attack_official,Attack,Home Care,2024-06-25,Mega,False,967053,42,1,happy,3,20,0.8,neutral,disinfecting,vlog,funny,False,,,3.95
https://tiktok.com/v91,super_pell_official,Super Pell,Home Care,2024-03-25,Mikro,True,852322,52,1,neutral,7,11,0.25,serious,dishwashing,before after,calm,True,1.0,question,
https://tiktok.com/v92,scarlett_official,Scarlett,Beauty and Wellbeing,2024-01-22,Nano,False,139398,32,2,surprised,10,3,0.06,,fragrance,vlog,serious,True,4.0,curiosity gap,
https://tiktok.com/v93,mama_lemon_official,Mama Lemon,Home Care,2024-03-20,Nano,False,218960,23,1,neutral,8,8,0.78,neutral,laundry tips,storytelling,funny,False,,,3.23
https://tiktok.com/v94,vaseline_official,Vaseline,Beauty and Wellbeing,2024-04-14,Mega,True,285768,14,3,happy,0,18,0.46,excited,wellness,reaction,dramatic,True,3.0,curiosity gap,
https://tiktok.com/v95,make_over_official,Make Over,Beauty and Wellbeing,2024-02-21,Nano,False,877312,37,3,happy,3,2,0.54,calm,wellness,aesthetic,funny,True,4.0,curiosity gap,3.14
https://tiktok.com/v96,wipol_official,Wipol,Home Care,2024-05-01,Mega,True,99474,42,3,neutral,0,2,0.74,excited,dishwashing,storytelling,dramatic,True,2.0,relatable statement,2.25
https://tiktok.com/v97,wardah_official,Wardah,Beauty and Wellbeing,2024-06-04,Mikro,False,527332,32,2,happy,6,6,0.72,neutral,haircare,vlog,emotional,True,3.0,question,3.68
https://tiktok.com/v98,rinso_official,Rinso,Home Care,2024-03-15,Makro,True,245016,48,1,sad,8,8,0.47,energetic,home fragrance,aesthetic,dramatic,True,2.0,curiosity gap,
https://tiktok.com/v99,pantene_official,Pantene,Beauty and Wellbeing,2024-03-16,Makro,False,1186944,14,1,neutral,10,10,0.34,energetic,makeup,vlog,calm,True,4.0,relatable statement,
https://tiktok.com/v100,mama_lemon_official,Mama Lemon,Home Care,2024-01-05,Nano,False,1372730,33,1,angry,9,18,0.34,neutral,dishwashing,reaction,inspirational,True,3.0,shocking statement,
https://tiktok.com/v101,biore_official,Biore,Beauty and Wellbeing,2024-01-11,Mikro,False,79398,35,0,,6,10,0.2,energetic,skincare,talking head,emotional,False,,,
https://tiktok.com/v102,pond's_official,Pond's,Beauty and Wellbeing,2024-05-07,Makro,True,216760,41,1,happy,4,16,0.65,neutral,fragrance,before after,inspirational,True,3.0,visual hook,3.25
https://tiktok.com/v103,biore_official,Biore,Beauty and Wellbeing,2024-05-21,Mega,False,705664,51,0,,6,13,0.89,calm,haircare,talking head,calm,True,1.0,curiosity gap,3.71
https://tiktok.com/v104,dove_official,Dove,Beauty and Wellbeing,2024-04-19,Nano,True,465826,50,1,happy,2,17,0.29,excited,haircare,before after,funny,True,3.0,shocking statement,
https://tiktok.com/v105,pantene_official,Pantene,Beauty and Wellbeing,2024-06-03,Mikro,False,1075630,16,0,,9,11,0.6,excited,skincare,storytelling,inspirational,True,5.0,question,2.85
https://tiktok.com/v106,wardah_official,Wardah,Beauty and Wellbeing,2024-05-12,Mikro,False,983287,26,2,happy,9,5,0.62,calm,makeup,before after,serious,True,5.0,shocking statement,1.82
https://tiktok.com/v107,wipol_official,Wipol,Home Care,2024-07-11,Nano,True,774627,22,2,happy,8,3,0.99,neutral,laundry tips,vlog,serious,False,,,2.54
https://tiktok.com/v108,pantene_official,Pantene,Beauty and Wellbeing,2024-07-04,Mega,False,47307,38,3,surprised,7,18,0.26,calm,wellness,reaction,serious,True,1.0,question,
https://tiktok.com/v109,rinso_official,Rinso,Home Care,2024-02-24,Mikro,True,2929941,49,1,neutral,3,19,0.61,calm,disinfecting,talking head,funny,True,3.0,relatable statement,3.93
https://tiktok.com/v110,scarlett_official,Scarlett,Beauty and Wellbeing,2024-06-07,Mikro,False,395557,22,2,sad,7,15,0.13,energetic,makeup,talking head,dramatic,True,4.0,question,
https://tiktok.com/v111,molto_official,Molto,Home Care,2024-05-14,Mikro,True,1479372,20,1,happy,4,11,0.96,serious,disinfecting,vlog,funny,True,1.0,relatable statement,3.68
https://tiktok.com/v112,pond's_official,Pond's,Beauty and Wellbeing,2024-04-28,Nano,True,832727,5,1,neutral,1,14,0.97,calm,fragrance,vlog,funny,False,,,2.63
https://tiktok.com/v113,sunsilk_official,Sunsilk,Beauty and Wellbeing,2024-01-01,Mega,True,829852,29,1,neutral,7,5,0.02,,haircare,talking head,calm,True,3.0,question,
https://tiktok.com/v114,dove_official,Dove,Beauty and Wellbeing,2024-07-06,Mega,True,644157,5,2,sad,8,16,0.43,energetic,haircare,talking head,funny,True,4.0,visual hook,
https://tiktok.com/v115,attack_official,Attack,Home Care,2024-04-13,Makro,False,310758,37,0,,8,17,0.14,calm,cleaning hacks,storytelling,inspirational,True,3.0,relatable statement,
https://tiktok.com/v116,attack_official,Attack,Home Care,2024-03-22,Nano,False,44430,47,1,surprised,7,17,0.04,,cleaning hacks,before after,emotional,True,1.0,visual hook,
https://tiktok.com/v117,vanish_official,Vanish,Home Care,2024-03-15,Mega,False,58629,34,2,surprised,1,12,0.69,energetic,cleaning hacks,vlog,dramatic,True,2.0,relatable statement,1.56
https://tiktok.com/v118,mama_lemon_official,Mama Lemon,Home Care,2024-06-21,Mega,False,732752,40,1,neutral,7,15,0.97,energetic,disinfecting,storytelling,calm,True,4.0,visual hook,1.88
https://tiktok.com/v119,molto_official,Molto,Home Care,2024-05-13,Makro,True,89452,27,0,,5,16,0.18,excited,disinfecting,talking head,funny,True,1.0,shocking statement,
https://tiktok.com/v120,lux_official,Lux,Beauty and Wellbeing,2024-07-07,Mega,True,2094746,39,0,,3,20,0.56,neutral,skincare,before after,dramatic,True,2.0,relatable statement,1.74
https://tiktok.com/v121,wardah_official,Wardah,Beauty and Wellbeing,2024-01-25,Nano,False,249106,5,1,neutral,5,7,0.62,neutral,makeup,storytelling,inspirational,True,2.0,question,3.78
https://tiktok.com/v122,biore_official,Biore,Beauty and Wellbeing,2024-02-10,Mikro,False,248029,27,0,,5,12,0.58,calm,haircare,aesthetic,inspirational,False,,,2.77
https://tiktok.com/v123,biore_official,Biore,Beauty and Wellbeing,2024-04-22,Makro,False,595522,13,1,surprised,6,12,0.63,excited,makeup,reaction,calm,True,1.0,question,3.39
https://tiktok.com/v124,lux_official,Lux,Beauty and Wellbeing,2024-01-20,Makro,True,956521,31,2,surprised,10,16,0.14,serious,fragrance,aesthetic,serious,True,5.0,question,
https://tiktok.com/v125,tresemmé_official,TRESemmé,Beauty and Wellbeing,2024-02-01,Nano,True,342798,48,0,,2,7,0.28,serious,skincare,before after,inspirational,True,3.0,visual hook,
https://tiktok.com/v126,molto_official,Molto,Home Care,2024-07-07,Mega,True,1480480,35,1,happy,5,12,0.01,,cleaning hacks,before after,dramatic,True,4.0,curiosity gap,
https://tiktok.com/v127,make_over_official,Make Over,Beauty and Wellbeing,2024-01-30,Mikro,False,748424,57,0,,6,11,0.31,excited,skincare,reaction,calm,True,4.0,shocking statement,
https://tiktok.com/v128,biore_official,Biore,Beauty and Wellbeing,2024-02-09,Makro,False,185032,5,1,happy,4,16,0.18,serious,makeup,before after,inspirational,True,1.0,shocking statement,
https://tiktok.com/v129,rinso_official,Rinso,Home Care,2024-01-29,Mikro,True,573092,23,3,neutral,10,14,1.0,neutral,cleaning hacks,aesthetic,emotional,True,3.0,curiosity gap,3.71
https://tiktok.com/v130,super_pell_official,Super Pell,Home Care,2024-06-10,Mega,True,366213,22,1,angry,1,9,0.95,excited,home fragrance,vlog,serious,True,4.0,visual hook,2.97
https://tiktok.com/v131,wardah_official,Wardah,Beauty and Wellbeing,2024-06-06,Mega,False,381561,53,2,angry,2,19,0.98,serious,skincare,reaction,serious,False,,,3.86
https://tiktok.com/v132,sunsilk_official,Sunsilk,Beauty and Wellbeing,2024-01-25,Makro,True,1844576,7,1,surprised,6,17,0.53,energetic,fragrance,before after,inspirational,False,,,2.42
https://tiktok.com/v133,vaseline_official,Vaseline,Beauty and Wellbeing,2024-05-25,Mikro,True,230704,34,3,happy,7,2,0.7,calm,skincare,tutorial,calm,False,,,3.85
https://tiktok.com/v134,lux_official,Lux,Beauty and Wellbeing,2024-06-29,Mikro,True,194102,51,1,happy,0,5,0.7,neutral,skincare,talking head,calm,True,4.0,shocking statement,1.79
https://tiktok.com/v135,biore_official,Biore,Beauty and Wellbeing,2024-01-25,Mega,False,65776,15,2,neutral,4,10,0.64,calm,makeup,reaction,calm,True,1.0,curiosity gap,2.91
https://tiktok.com/v136,rinso_official,Rinso,Home Care,2024-05-04,Nano,True,482270,36,1,neutral,4,4,0.2,serious,dishwashing,vlog,inspirational,True,2.0,curiosity gap,
https://tiktok.com/v137,mama_lemon_official,Mama Lemon,Home Care,2024-04-30,Makro,False,54336,49,1,angry,7,18,0.42,energetic,home fragrance,aesthetic,emotional,True,2.0,question,
https://tiktok.com/v138,so_klin_official,So Klin,Home Care,2024-02-29,Nano,False,241741,31,1,neutral,2,4,0.47,calm,home fragrance,talking head,funny,True,4.0,question,
https://tiktok.com/v139,dove_official,Dove,Beauty and Wellbeing,2024-03-07,Mega,True,671697,48,0,,7,6,0.29,neutral,wellness,talking head,calm,False,,,
https://tiktok.com/v140,pond's_official,Pond's,Beauty and Wellbeing,2024-01-21,Mega,True,178369,34,3,surprised,6,6,0.23,neutral,fragrance,before after,serious,True,1.0,relatable statement,
https://tiktok.com/v141,pond's_official,Pond's,Beauty and Wellbeing,2024-02-07,Mega,True,1387948,19,2,happy,10,16,0.17,excited,makeup,tutorial,calm,True,5.0,question,
https://tiktok.com/v142,vanish_official,Vanish,Home Care,2024-06-05,Mega,False,479029,47,0,,0,10,0.92,energetic,disinfecting,aesthetic,inspirational,True,1.0,curiosity gap,2.21
https://tiktok.com/v143,downy_official,Downy,Home Care,2024-05-11,Mikro,False,1686996,44,2,neutral,1,16,0.7,neutral,cleaning hacks,storytelling,calm,False,,,1.87
https://tiktok.com/v144,super_pell_official,Super Pell,Home Care,2024-06-11,Mikro,True,300832,20,1,surprised,2,8,0.25,calm,cleaning hacks,talking head,emotional,True,5.0,shocking statement,
https://tiktok.com/v145,sunsilk_official,Sunsilk,Beauty and Wellbeing,2024-03-06,Mega,True,317001,22,1,surprised,9,2,0.68,serious,makeup,storytelling,funny,True,1.0,shocking statement,3.34
https://tiktok.com/v146,wardah_official,Wardah,Beauty and Wellbeing,2024-03-04,Mikro,False,392473,38,1,neutral,1,4,0.95,excited,wellness,aesthetic,dramatic,True,1.0,visual hook,2.51
https://tiktok.com/v147,vaseline_official,Vaseline,Beauty and Wellbeing,2024-04-09,Makro,True,319528,16,1,angry,1,2,0.08,,makeup,storytelling,dramatic,True,1.0,question,
https://tiktok.com/v148,scarlett_official,Scarlett,Beauty and Wellbeing,2024-03-13,Mega,False,211262,19,0,,4,19,0.2,excited,wellness,vlog,calm,False,,,
